episode,steps_per_episode,t_per_episode,reward_per_episode,reward_avg_per_episode,reward_min_per_episode,reward_max_per_episode
135,32.0,6.714,-103.4,-3.3354838709677415,-100.0,0.2
136,381.0,76.61199999999998,-100.20000000000005,-0.26368421052631574,-100.0,0.8
137,15.0,3.752,-100.6,-7.185714285714285,-100.0,0.0
138,500.0,100.576,26.599999999999984,0.05330661322645289,-0.6000000000000001,0.8
139,500.0,101.401,73.99999999999996,0.14829659318637275,-0.6000000000000001,0.8
140,181.0,36.594,-70.80000000000004,-0.3933333333333334,-100.0,0.8
141,188.0,38.177,-70.0,-0.37433155080213903,-100.0,0.8
142,445.0,89.311,-30.400000000000006,-0.06846846846846849,-100.0,0.8
143,285.0,57.376,-81.60000000000002,-0.28732394366197184,-100.0,0.8
144,500.0,100.422,70.79999999999995,0.14188376753507012,-0.6000000000000001,0.8
145,500.0,101.789,110.99999999999989,0.22244488977955912,-0.6000000000000001,0.8
146,215.0,44.469,-78.0,-0.3644859813084112,-100.0,0.8
147,499.0,100.14,-59.20000000000005,-0.11887550200803212,-100.0,0.8
148,16.0,3.734,-101.0,-6.7333333333333325,-100.0,0.8
149,239.0,48.416,-94.60000000000002,-0.3974789915966386,-100.0,0.8
150,38.0,8.32,-107.2,-2.897297297297297,-100.0,0.8
151,42.0,8.933,-104.8,-2.55609756097561,-100.0,0.8
152,500.0,100.303,45.59999999999994,0.09138276553106212,-0.6000000000000001,0.8
153,500.0,100.625,22.599999999999948,0.04529058116232464,-0.6000000000000001,0.8
154,475.0,95.912,-40.79999999999982,-0.08607594936708862,-100.0,0.8
155,253.0,51.131,-51.60000000000006,-0.2047619047619048,-100.0,0.8
156,494.0,100.21,-58.40000000000013,-0.11845841784989862,-100.0,0.8
157,142.0,28.961,-74.60000000000004,-0.5290780141843971,-100.0,0.8
158,131.0,26.892,-84.80000000000005,-0.6523076923076923,-100.0,0.8
159,44.0,9.336,-105.2,-2.4465116279069767,-100.0,0.2
160,434.0,87.13599999999998,-67.2,-0.1551963048498845,-100.0,0.8
161,500.0,100.337,81.99999999999987,0.16432865731462923,-0.6000000000000001,0.8
162,78.0,16.21,-97.2,-1.2623376623376623,-100.0,0.8
163,31.0,6.538,-100.0,-3.333333333333333,-100.0,0.2
164,500.0,100.588,80.80000000000005,0.16192384769539078,-0.6000000000000001,0.8
165,500.0,100.693,89.60000000000007,0.17955911823647294,-0.6000000000000001,0.8
166,327.0,65.749,-69.40000000000003,-0.21288343558282205,-100.0,0.8
167,18.0,3.989,-108.0,-6.352941176470588,-100.0,0.2
168,45.0,9.322,-114.8,-2.609090909090909,-100.0,0.2
169,500.0,100.367,118.19999999999987,0.23687374749499,-0.6000000000000001,0.8
170,500.0,100.604,106.59999999999978,0.21362725450901807,-0.6000000000000001,0.8
171,500.0,100.416,54.199999999999875,0.10861723446893784,-0.6000000000000001,0.8
172,500.0,100.401,107.4,0.21523046092184367,-0.6000000000000001,0.8
173,500.0,100.452,94.39999999999996,0.18917835671342684,-0.6000000000000001,0.8
174,225.0,45.425,-75.00000000000003,-0.33482142857142855,-100.0,0.8
175,500.0,100.34,106.5999999999999,0.213627254509018,-0.6000000000000001,0.8
176,500.0,100.631,129.39999999999992,0.259318637274549,-0.6000000000000001,0.8
177,500.0,100.593,107.39999999999996,0.21523046092184367,-0.6000000000000001,0.8
178,81.0,16.582,-99.8,-1.2475,-100.0,0.8
179,500.0,100.848,43.59999999999993,0.08737474949899798,-0.6000000000000001,0.8
180,21.0,4.669,-98.4,-4.92,-100.0,0.8
181,31.0,6.518,-113.4,-3.78,-100.0,0.2
182,101.0,21.55,-105.6,-1.056,-100.0,0.8
183,227.0,46.162,-66.00000000000001,-0.2920353982300885,-100.0,0.8
184,60.0,12.298,-108.2,-1.8338983050847455,-100.0,0.8
185,166.0,33.597,-101.0,-0.6121212121212121,-100.0,0.8
186,44.0,9.302,-118.4,-2.7534883720930234,-100.0,0.2
187,32.0,6.767,-100.8,-3.2516129032258063,-100.0,0.8
188,22.0,5.318,-104.4,-4.971428571428572,-100.0,0.8
189,460.0,92.393,-64.19999999999997,-0.1398692810457516,-100.0,0.8
190,500.0,100.413,105.00000000000004,0.21042084168336672,-0.6000000000000001,0.8
191,182.0,36.788,-71.8,-0.39668508287292825,-100.0,0.8
192,50.0,10.351,-94.4,-1.9265306122448975,-100.0,0.8
193,500.0,100.943,113.99999999999989,0.2284569138276553,-0.6000000000000001,0.8
194,21.0,4.792,-103.8,-5.19,-100.0,0.2
195,500.0,100.803,122.39999999999992,0.24529058116232463,-0.6000000000000001,0.8
196,19.0,4.235,-100.6,-5.588888888888889,-100.0,0.0
197,500.0,100.357,79.19999999999993,0.15871743486973947,-0.6000000000000001,0.8
198,329.0,66.628,-41.40000000000001,-0.12621951219512195,-100.0,0.8
199,500.0,101.51,68.8,0.13787575150300604,-0.6000000000000001,0.8
200,500.0,100.647,70.6,0.1414829659318637,-0.6000000000000001,0.8
